               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.035086,            0.039903,            0.005885,             0.93002,              0.8667,             0.93561,             0.70296,            0.028719,            0.021499,           0.0023628,             0.00307,             0.00307,             0.00307
                  72,            0.033475,            0.040442,           0.0056676,             0.87634,             0.91399,              0.9509,             0.69434,            0.028876,            0.021384,           0.0023558,            0.002971,            0.002971,            0.002971
                  73,            0.033923,             0.04104,           0.0062439,             0.86359,             0.91586,             0.94501,             0.70678,            0.028019,            0.021214,           0.0023473,            0.002872,            0.002872,            0.002872
                  74,            0.033375,            0.033994,           0.0059706,             0.92349,             0.87448,             0.94855,             0.70841,            0.028268,            0.021235,           0.0023357,            0.002773,            0.002773,            0.002773
                  75,            0.033191,            0.038591,           0.0052263,             0.91561,             0.87974,             0.94667,             0.71181,            0.028129,            0.020992,           0.0023358,            0.002674,            0.002674,            0.002674
                  76,            0.031503,            0.038619,           0.0058094,             0.90852,             0.88981,             0.95156,             0.71361,            0.028423,            0.020884,           0.0023366,            0.002575,            0.002575,            0.002575
                  77,              0.0335,            0.037081,           0.0060198,              0.9166,             0.89114,             0.95446,             0.72262,            0.027885,            0.020704,           0.0023311,            0.002476,            0.002476,            0.002476
                  78,            0.031855,            0.036276,           0.0051772,             0.92678,             0.88089,             0.94431,             0.72136,            0.027633,            0.020567,           0.0023108,            0.002377,            0.002377,            0.002377
                  79,            0.032411,            0.035919,           0.0061654,             0.92093,             0.88928,              0.9529,             0.72651,            0.027618,            0.020472,           0.0023062,            0.002278,            0.002278,            0.002278
                  80,            0.034153,            0.041411,           0.0062272,             0.91859,             0.89504,             0.94615,             0.72951,            0.027245,            0.020287,           0.0022928,            0.002179,            0.002179,            0.002179
                  81,            0.032765,            0.038023,           0.0051162,             0.91982,             0.89183,             0.94362,             0.72537,            0.027195,            0.020202,            0.002266,             0.00208,             0.00208,             0.00208
                  82,            0.031397,             0.03549,           0.0056043,             0.91762,             0.89665,             0.95273,             0.72395,            0.027566,             0.02019,           0.0022453,            0.001981,            0.001981,            0.001981
                  83,            0.033841,            0.035131,           0.0063717,             0.91896,             0.88862,             0.94838,             0.72355,            0.026915,            0.020063,           0.0022232,            0.001882,            0.001882,            0.001882
                  84,            0.032962,            0.037578,           0.0055145,             0.92375,             0.89445,             0.95241,             0.72107,            0.027242,             0.02003,           0.0022179,            0.001783,            0.001783,            0.001783
                  85,            0.032447,            0.038596,           0.0056345,             0.92773,             0.88482,             0.94946,             0.72663,            0.026819,            0.019895,           0.0022076,            0.001684,            0.001684,            0.001684
                  86,             0.03167,            0.033879,           0.0056713,             0.92971,             0.88378,              0.9499,             0.73202,            0.026729,            0.019871,           0.0021997,            0.001585,            0.001585,            0.001585
                  87,            0.031518,            0.041596,           0.0060282,             0.93528,             0.88458,             0.95144,             0.73023,            0.026624,            0.019846,           0.0021855,            0.001486,            0.001486,            0.001486
                  88,            0.032595,            0.034927,           0.0049021,             0.93577,             0.87989,             0.94802,             0.73666,            0.026388,            0.019699,           0.0021827,            0.001387,            0.001387,            0.001387
                  89,            0.031967,            0.035787,           0.0055981,             0.93269,              0.8869,             0.94978,             0.74623,            0.026418,            0.019635,           0.0021783,            0.001288,            0.001288,            0.001288
                  90,            0.031043,            0.038565,           0.0054179,             0.93221,             0.88641,             0.95147,             0.74152,            0.026384,            0.019528,            0.002174,            0.001189,            0.001189,            0.001189
                  91,            0.033048,            0.036234,           0.0058346,             0.92851,             0.89149,             0.95396,             0.73714,            0.026709,            0.019567,           0.0021684,             0.00109,             0.00109,             0.00109
                  92,             0.03108,            0.037916,           0.0048248,             0.92423,             0.89127,              0.9524,             0.74241,             0.02633,            0.019409,           0.0021626,            0.000991,            0.000991,            0.000991
                  93,            0.032112,            0.036788,           0.0048679,             0.92985,             0.88557,             0.95081,             0.74167,            0.025999,             0.01927,           0.0021583,            0.000892,            0.000892,            0.000892
                  94,            0.031085,            0.039174,           0.0051063,             0.93153,             0.88655,             0.95201,              0.7449,            0.025861,            0.019155,            0.002151,            0.000793,            0.000793,            0.000793
                  95,             0.02929,            0.033659,           0.0049653,             0.93543,             0.88951,             0.95346,              0.7469,            0.025739,            0.019038,           0.0021389,            0.000694,            0.000694,            0.000694
                  96,            0.030457,            0.039024,           0.0049553,             0.93382,             0.89167,              0.9551,             0.74441,            0.025806,             0.01902,           0.0021372,            0.000595,            0.000595,            0.000595
                  97,             0.03046,            0.035671,           0.0052668,             0.93522,             0.89088,             0.95563,             0.74809,             0.02559,            0.018978,           0.0021281,            0.000496,            0.000496,            0.000496
                  98,            0.030907,             0.04026,           0.0057557,             0.89695,              0.9109,              0.9543,             0.74889,            0.025455,             0.01895,           0.0021207,            0.000397,            0.000397,            0.000397
                  99,            0.031308,            0.044617,           0.0049988,             0.89623,             0.91168,             0.95359,             0.75185,            0.025381,            0.018913,           0.0021183,            0.000298,            0.000298,            0.000298
