               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.036509,           0.0093178,           0.0012328,             0.70237,                   1,             0.75124,             0.35275,            0.039121,            0.010658,          0.00077705,            0.004159,            0.004159,            0.004159
                  61,            0.036185,           0.0097847,           0.0013208,             0.70214,             0.98253,              0.8127,              0.4295,            0.031171,            0.011174,          0.00072126,             0.00406,             0.00406,             0.00406
                  62,             0.03622,           0.0091128,           0.0011312,             0.70083,                   1,             0.79144,             0.43181,            0.033245,            0.011353,          0.00070162,            0.003961,            0.003961,            0.003961
                  63,            0.036828,           0.0085866,           0.0011106,             0.69998,                   1,             0.76222,             0.40959,            0.031242,            0.011034,          0.00068731,            0.003862,            0.003862,            0.003862
                  64,            0.037091,            0.010071,           0.0039943,             0.69979,                   1,             0.80203,             0.39162,            0.034743,            0.011504,          0.00067959,            0.003763,            0.003763,            0.003763
                  65,            0.036716,           0.0090999,           0.0016322,             0.70159,                   1,             0.74948,             0.41751,            0.031822,             0.01117,           0.0006711,            0.003664,            0.003664,            0.003664
                  66,            0.035726,           0.0085165,          0.00089618,              0.7015,                   1,             0.74948,             0.35338,            0.034919,            0.010944,          0.00067005,            0.003565,            0.003565,            0.003565
                  67,            0.034592,           0.0089541,           0.0039101,             0.69631,             0.95545,             0.69303,             0.40362,            0.033995,            0.011437,          0.00065708,            0.003466,            0.003466,            0.003466
                  68,            0.037153,           0.0086743,            0.002501,             0.70416,             0.99197,             0.72046,             0.37643,            0.029357,            0.011079,          0.00066967,            0.003367,            0.003367,            0.003367
                  69,            0.035354,           0.0093164,          0.00089454,              0.6986,                   1,             0.72993,             0.35806,             0.03226,            0.010929,          0.00068016,            0.003268,            0.003268,            0.003268
                  70,            0.033874,           0.0084219,          0.00088214,             0.69948,                   1,             0.72993,               0.361,            0.034824,            0.010752,          0.00068207,            0.003169,            0.003169,            0.003169
                  71,            0.035952,           0.0092894,           0.0014861,             0.70063,                   1,             0.72993,              0.3898,             0.03236,            0.010645,          0.00065365,             0.00307,             0.00307,             0.00307
                  72,            0.037207,           0.0082443,           0.0010377,             0.70121,                   1,             0.73078,             0.37341,            0.033903,            0.010744,          0.00064278,            0.002971,            0.002971,            0.002971
                  73,              0.0347,           0.0083881,           0.0010208,             0.70171,                   1,             0.78128,             0.40163,            0.033932,             0.01075,          0.00060558,            0.002872,            0.002872,            0.002872
                  74,            0.034238,           0.0086501,           0.0014262,             0.70109,                   1,             0.82217,              0.4289,            0.033228,            0.011018,          0.00056973,            0.002773,            0.002773,            0.002773
