               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.036199,           0.0067311,          0.00027336,              0.8073,             0.41176,             0.41796,              0.1836,            0.056275,           0.0011543,          0.00017064,            0.001585,            0.001585,            0.001585
                  87,            0.038282,           0.0075226,          0.00026846,             0.70086,              0.3449,             0.36992,             0.18928,            0.058542,           0.0011744,          0.00017352,            0.001486,            0.001486,            0.001486
                  88,            0.037457,           0.0087211,          0.00053487,             0.61019,             0.38235,             0.38139,             0.20403,            0.057074,           0.0011744,          0.00017339,            0.001387,            0.001387,            0.001387
                  89,            0.037235,           0.0085778,          0.00055385,             0.66541,             0.41176,             0.39348,             0.17884,            0.058867,           0.0011754,          0.00017321,            0.001288,            0.001288,            0.001288
                  90,            0.037306,           0.0078322,           0.0020144,             0.89348,             0.44118,             0.47579,             0.16927,             0.05856,           0.0012616,          0.00016927,            0.001189,            0.001189,            0.001189
                  91,            0.037341,           0.0079051,          0.00055405,             0.79715,             0.41176,             0.43151,             0.17878,            0.058822,           0.0012835,          0.00016716,             0.00109,             0.00109,             0.00109
                  92,            0.034158,            0.008196,           0.0017953,             0.66098,             0.44118,             0.42015,             0.17473,            0.059955,           0.0012518,          0.00016506,            0.000991,            0.000991,            0.000991
                  93,            0.036762,           0.0087601,           0.0007959,             0.68318,             0.35294,             0.33882,              0.1568,            0.061599,           0.0012202,          0.00016532,            0.000892,            0.000892,            0.000892
                  94,            0.036667,           0.0076873,           0.0015759,             0.80865,             0.41176,             0.42098,             0.17903,            0.059595,             0.00116,          0.00016552,            0.000793,            0.000793,            0.000793
                  95,            0.035454,           0.0081794,          0.00053372,             0.82216,             0.41176,             0.44192,             0.18124,            0.063342,           0.0011395,          0.00016534,            0.000694,            0.000694,            0.000694
                  96,            0.036206,           0.0078335,          0.00054572,             0.77237,             0.38235,             0.42197,             0.18369,            0.061659,           0.0011154,          0.00016441,            0.000595,            0.000595,            0.000595
                  97,            0.034115,           0.0071081,          0.00084349,             0.83307,             0.38235,             0.44427,             0.20385,            0.061767,           0.0011227,          0.00016172,            0.000496,            0.000496,            0.000496
                  98,            0.035237,           0.0069518,          0.00096287,             0.85901,             0.41176,             0.43526,             0.19905,            0.061246,           0.0011141,          0.00016301,            0.000397,            0.000397,            0.000397
                  99,            0.035348,           0.0073233,          0.00024575,             0.80174,             0.41176,             0.43813,             0.19702,            0.060335,           0.0011182,          0.00016309,            0.000298,            0.000298,            0.000298
