               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1322,            0.028524,            0.027726,                   0,                   0,                   0,                   0,             0.13092,            0.022579,            0.023041,               0.091,               0.001,               0.001
                   1,             0.11815,            0.028511,            0.016552,           0.0030227,                 0.5,            0.034223,            0.009462,             0.10734,            0.023434,           0.0092606,            0.081079,           0.0020792,           0.0020792
                   2,             0.10686,            0.029777,            0.009355,           0.0035714,               0.625,            0.064236,            0.008798,            0.096585,            0.023319,            0.004516,            0.071137,           0.0031366,           0.0031366
                   3,            0.097172,            0.029852,           0.0057301,           0.0034915,             0.70833,            0.037519,           0.0054662,             0.11251,            0.020048,           0.0026516,            0.061172,           0.0041723,           0.0041723
                   4,            0.091889,            0.026134,           0.0041846,           0.0036238,             0.83333,            0.062294,            0.022154,            0.093717,            0.016037,           0.0022011,            0.051186,           0.0051862,           0.0051862
                   5,             0.08521,            0.023649,           0.0043401,             0.22538,             0.45833,             0.16119,            0.027084,             0.10642,            0.012687,           0.0018684,            0.041178,           0.0061782,           0.0061782
                   6,            0.088171,            0.022761,           0.0037688,             0.50299,             0.70833,             0.53459,             0.11463,            0.085715,            0.012676,           0.0018951,            0.031149,           0.0071486,           0.0071486
                   7,            0.089896,            0.018846,           0.0070706,             0.77693,             0.45833,             0.59226,              0.1909,            0.084379,            0.013344,            0.002211,            0.021097,           0.0080971,           0.0080971
                   8,             0.08939,            0.017718,           0.0038569,             0.60695,             0.25796,             0.27706,            0.039157,            0.092556,            0.010896,           0.0021948,            0.011024,           0.0090238,           0.0090238
                   9,            0.083538,            0.014919,           0.0039759,             0.45583,                 0.5,               0.431,             0.10734,            0.093439,            0.010187,           0.0021637,            0.009109,            0.009109,            0.009109
                  10,            0.079114,            0.018232,            0.003497,             0.58494,             0.70477,             0.62703,             0.32803,            0.085097,           0.0096378,           0.0019068,            0.009109,            0.009109,            0.009109
                  11,            0.075412,            0.017638,           0.0036292,             0.34051,               0.375,             0.24748,            0.054048,            0.067419,            0.012428,           0.0017694,             0.00901,             0.00901,             0.00901
                  12,            0.072849,            0.015894,           0.0031138,             0.44426,                0.75,             0.51476,             0.23922,             0.07048,            0.011812,           0.0019039,            0.008911,            0.008911,            0.008911
                  13,            0.068873,            0.014869,           0.0034925,             0.23201,             0.54167,             0.31594,             0.09202,            0.081395,             0.01327,           0.0016567,            0.008812,            0.008812,            0.008812
                  14,            0.064912,            0.016358,           0.0025908,             0.22439,             0.66667,             0.29446,            0.092315,            0.072006,            0.012686,           0.0013706,            0.008713,            0.008713,            0.008713
                  15,            0.065362,            0.014623,           0.0030147,             0.29812,             0.79167,             0.29628,            0.081217,             0.06379,            0.012619,           0.0016848,            0.008614,            0.008614,            0.008614
                  16,             0.05979,            0.014151,           0.0027556,             0.30167,             0.70833,             0.28354,             0.12247,            0.059013,            0.011923,           0.0017757,            0.008515,            0.008515,            0.008515
                  17,            0.062454,            0.013747,            0.002399,              0.2965,             0.77283,             0.28011,             0.10635,            0.067277,            0.013361,             0.00184,            0.008416,            0.008416,            0.008416
                  18,            0.064077,            0.013617,           0.0034263,             0.53058,                0.75,             0.57268,             0.21146,            0.060322,            0.011424,           0.0018852,            0.008317,            0.008317,            0.008317
                  19,            0.056408,            0.013408,             0.00237,             0.38557,               0.875,             0.44946,             0.14038,            0.056982,            0.011796,           0.0016943,            0.008218,            0.008218,            0.008218
                  20,            0.055213,            0.013274,           0.0021671,              0.5616,               0.875,             0.60967,             0.20524,            0.065431,             0.01061,           0.0016647,            0.008119,            0.008119,            0.008119
